Date,Area,Rainfall_mm
04-01-2025,CHOLAVARAM,0.44
05-01-2025,CHOLAVARAM,0.57
06-01-2025,CHOLAVARAM,0.73
07-01-2025,CHOLAVARAM,1.62
08-01-2025,CHOLAVARAM,1.77
09-01-2025,CHOLAVARAM,1.11
10-01-2025,CHOLAVARAM,1.91
11-01-2025,CHOLAVARAM,0.17
12-01-2025,CHOLAVARAM,0.18
13-01-2025,CHOLAVARAM,0.38
14-01-2025,CHOLAVARAM,1.46
15-01-2025,CHOLAVARAM,0.48
16-01-2025,CHOLAVARAM,0.67
17-01-2025,CHOLAVARAM,1.02
18-01-2025,CHOLAVARAM,3.34
19-01-2025,CHOLAVARAM,0.03
20-01-2025,CHOLAVARAM,2.1
21-01-2025,CHOLAVARAM,2.21
22-01-2025,CHOLAVARAM,3.21
23-01-2025,CHOLAVARAM,5.4
24-01-2025,CHOLAVARAM,0.04
25-01-2025,CHOLAVARAM,0.33
26-01-2025,CHOLAVARAM,4.35
27-01-2025,CHOLAVARAM,1.23
28-01-2025,CHOLAVARAM,1.66
29-01-2025,CHOLAVARAM,2.18
30-01-2025,CHOLAVARAM,2.27
31-01-2025,CHOLAVARAM,5.37
01-02-2025,CHOLAVARAM,11.58
02-02-2025,CHOLAVARAM,2.55
03-02-2025,CHOLAVARAM,0.68
04-02-2025,CHOLAVARAM,4.24
05-02-2025,CHOLAVARAM,0.1
06-02-2025,CHOLAVARAM,0.53
07-02-2025,CHOLAVARAM,4.55
08-02-2025,CHOLAVARAM,0.59
09-02-2025,CHOLAVARAM,0.5
10-02-2025,CHOLAVARAM,0.3
11-02-2025,CHOLAVARAM,3.92
12-02-2025,CHOLAVARAM,1.39
13-02-2025,CHOLAVARAM,2.25
14-02-2025,CHOLAVARAM,0.55
15-02-2025,CHOLAVARAM,2.84
16-02-2025,CHOLAVARAM,2.85
17-02-2025,CHOLAVARAM,0.75
18-02-2025,CHOLAVARAM,1.06
19-02-2025,CHOLAVARAM,0.47
20-02-2025,CHOLAVARAM,7.51
21-02-2025,CHOLAVARAM,2.07
22-02-2025,CHOLAVARAM,5.45
23-02-2025,CHOLAVARAM,0.72
24-02-2025,CHOLAVARAM,3.05
25-02-2025,CHOLAVARAM,2.9
26-02-2025,CHOLAVARAM,2.35
27-02-2025,CHOLAVARAM,6.74
28-02-2025,CHOLAVARAM,1.0
01-03-2025,CHOLAVARAM,0.28
02-03-2025,CHOLAVARAM,2.23
03-03-2025,CHOLAVARAM,2.61
04-03-2025,CHOLAVARAM,1.71
05-03-2025,CHOLAVARAM,0.46
06-03-2025,CHOLAVARAM,1.4
07-03-2025,CHOLAVARAM,0.75
08-03-2025,CHOLAVARAM,1.12
09-03-2025,CHOLAVARAM,2.07
10-03-2025,CHOLAVARAM,2.73
11-03-2025,CHOLAVARAM,0.53
12-03-2025,CHOLAVARAM,1.04
13-03-2025,CHOLAVARAM,0.63
14-03-2025,CHOLAVARAM,0.44
15-03-2025,CHOLAVARAM,3.06
16-03-2025,CHOLAVARAM,4.8
17-03-2025,CHOLAVARAM,0.92
18-03-2025,CHOLAVARAM,2.78
19-03-2025,CHOLAVARAM,4.55
20-03-2025,CHOLAVARAM,3.74
21-03-2025,CHOLAVARAM,0.4
22-03-2025,CHOLAVARAM,6.26
23-03-2025,CHOLAVARAM,0.95
24-03-2025,CHOLAVARAM,0.83
25-03-2025,CHOLAVARAM,0.13
26-03-2025,CHOLAVARAM,1.33
27-03-2025,CHOLAVARAM,0.23
28-03-2025,CHOLAVARAM,0.57
29-03-2025,CHOLAVARAM,0.76
30-03-2025,CHOLAVARAM,3.31
31-03-2025,CHOLAVARAM,4.17
01-04-2025,CHOLAVARAM,0.72
02-04-2025,CHOLAVARAM,3.91
03-04-2025,CHOLAVARAM,3.89
04-04-2025,CHOLAVARAM,2.89
05-04-2025,CHOLAVARAM,0.32
06-04-2025,CHOLAVARAM,2.34
07-04-2025,CHOLAVARAM,5.8
08-04-2025,CHOLAVARAM,2.29
09-04-2025,CHOLAVARAM,0.81
10-04-2025,CHOLAVARAM,1.39
11-04-2025,CHOLAVARAM,2.08
12-04-2025,CHOLAVARAM,1.43
13-04-2025,CHOLAVARAM,0.26
14-04-2025,CHOLAVARAM,0.75
15-04-2025,CHOLAVARAM,3.24
16-04-2025,CHOLAVARAM,3.95
17-04-2025,CHOLAVARAM,0.3
18-04-2025,CHOLAVARAM,6.09
19-04-2025,CHOLAVARAM,0.8
20-04-2025,CHOLAVARAM,2.17
21-04-2025,CHOLAVARAM,2.79
22-04-2025,CHOLAVARAM,3.34
23-04-2025,CHOLAVARAM,5.83
24-04-2025,CHOLAVARAM,0.75
25-04-2025,CHOLAVARAM,3.91
26-04-2025,CHOLAVARAM,0.28
27-04-2025,CHOLAVARAM,2.44
28-04-2025,CHOLAVARAM,2.71
29-04-2025,CHOLAVARAM,2.26
30-04-2025,CHOLAVARAM,0.58
01-05-2025,CHOLAVARAM,4.13
02-05-2025,CHOLAVARAM,0.37
03-05-2025,CHOLAVARAM,0.11
04-05-2025,CHOLAVARAM,2.53
05-05-2025,CHOLAVARAM,1.29
06-05-2025,CHOLAVARAM,3.78
07-05-2025,CHOLAVARAM,0.97
08-05-2025,CHOLAVARAM,0.37
09-05-2025,CHOLAVARAM,3.62
10-05-2025,CHOLAVARAM,1.59
11-05-2025,CHOLAVARAM,0.42
12-05-2025,CHOLAVARAM,2.55
13-05-2025,CHOLAVARAM,1.43
14-05-2025,CHOLAVARAM,1.85
15-05-2025,CHOLAVARAM,1.24
16-05-2025,CHOLAVARAM,3.53
17-05-2025,CHOLAVARAM,3.54
18-05-2025,CHOLAVARAM,2.47
19-05-2025,CHOLAVARAM,0.22
20-05-2025,CHOLAVARAM,3.65
21-05-2025,CHOLAVARAM,2.22
22-05-2025,CHOLAVARAM,2.39
23-05-2025,CHOLAVARAM,0.9
24-05-2025,CHOLAVARAM,4.23
25-05-2025,CHOLAVARAM,2.58
26-05-2025,CHOLAVARAM,0.24
27-05-2025,CHOLAVARAM,1.05
28-05-2025,CHOLAVARAM,4.35
29-05-2025,CHOLAVARAM,0.1
30-05-2025,CHOLAVARAM,6.51
31-05-2025,CHOLAVARAM,2.27
01-06-2025,CHOLAVARAM,2.0
02-06-2025,CHOLAVARAM,0.63
03-06-2025,CHOLAVARAM,0.57
04-06-2025,CHOLAVARAM,5.7
05-06-2025,CHOLAVARAM,0.71
06-06-2025,CHOLAVARAM,2.99
07-06-2025,CHOLAVARAM,1.0
08-06-2025,CHOLAVARAM,0.3
09-06-2025,CHOLAVARAM,0.02
10-06-2025,CHOLAVARAM,1.57
11-06-2025,CHOLAVARAM,7.44
12-06-2025,CHOLAVARAM,0.92
13-06-2025,CHOLAVARAM,0.88
14-06-2025,CHOLAVARAM,0.84
15-06-2025,CHOLAVARAM,1.47
16-06-2025,CHOLAVARAM,1.16
17-06-2025,CHOLAVARAM,4.24
18-06-2025,CHOLAVARAM,1.41
19-06-2025,CHOLAVARAM,1.42
20-06-2025,CHOLAVARAM,0.3
21-06-2025,CHOLAVARAM,8.12
22-06-2025,CHOLAVARAM,0.58
23-06-2025,CHOLAVARAM,0.15
24-06-2025,CHOLAVARAM,2.18
25-06-2025,CHOLAVARAM,1.81
26-06-2025,CHOLAVARAM,1.07
27-06-2025,CHOLAVARAM,1.1
28-06-2025,CHOLAVARAM,3.07
29-06-2025,CHOLAVARAM,0.44
30-06-2025,CHOLAVARAM,3.43
01-07-2025,CHOLAVARAM,2.09
02-07-2025,CHOLAVARAM,1.09
03-07-2025,CHOLAVARAM,1.23
04-07-2025,CHOLAVARAM,0.59
05-07-2025,CHOLAVARAM,2.79
06-07-2025,CHOLAVARAM,1.44
07-07-2025,CHOLAVARAM,0.77
08-07-2025,CHOLAVARAM,1.81
09-07-2025,CHOLAVARAM,10.91
10-07-2025,CHOLAVARAM,1.14
11-07-2025,CHOLAVARAM,5.07
12-07-2025,CHOLAVARAM,0.85
13-07-2025,CHOLAVARAM,0.11
14-07-2025,CHOLAVARAM,0.46
15-07-2025,CHOLAVARAM,1.08
16-07-2025,CHOLAVARAM,0.5
17-07-2025,CHOLAVARAM,0.0
18-07-2025,CHOLAVARAM,4.93
19-07-2025,CHOLAVARAM,3.71
20-07-2025,CHOLAVARAM,2.71
21-07-2025,CHOLAVARAM,0.37
22-07-2025,CHOLAVARAM,0.26
23-07-2025,CHOLAVARAM,0.14
24-07-2025,CHOLAVARAM,2.57
25-07-2025,CHOLAVARAM,5.28
26-07-2025,CHOLAVARAM,1.13
27-07-2025,CHOLAVARAM,0.25
28-07-2025,CHOLAVARAM,1.44
29-07-2025,CHOLAVARAM,0.86
30-07-2025,CHOLAVARAM,0.94
31-07-2025,CHOLAVARAM,1.94
01-08-2025,CHOLAVARAM,2.54
02-08-2025,CHOLAVARAM,0.23
03-08-2025,CHOLAVARAM,0.07
04-08-2025,CHOLAVARAM,10.35
05-08-2025,CHOLAVARAM,0.53
06-08-2025,CHOLAVARAM,0.11
07-08-2025,CHOLAVARAM,0.42
08-08-2025,CHOLAVARAM,0.08
09-08-2025,CHOLAVARAM,0.99
10-08-2025,CHOLAVARAM,3.24
11-08-2025,CHOLAVARAM,0.83
12-08-2025,CHOLAVARAM,1.17
13-08-2025,CHOLAVARAM,2.25
14-08-2025,CHOLAVARAM,1.42
15-08-2025,CHOLAVARAM,3.95
16-08-2025,CHOLAVARAM,4.02
17-08-2025,CHOLAVARAM,0.02
18-08-2025,CHOLAVARAM,3.01
19-08-2025,CHOLAVARAM,1.24
20-08-2025,CHOLAVARAM,8.99
21-08-2025,CHOLAVARAM,1.32
22-08-2025,CHOLAVARAM,8.67
23-08-2025,CHOLAVARAM,2.81
24-08-2025,CHOLAVARAM,0.57
25-08-2025,CHOLAVARAM,1.55
26-08-2025,CHOLAVARAM,9.69
27-08-2025,CHOLAVARAM,3.9
28-08-2025,CHOLAVARAM,0.2
29-08-2025,CHOLAVARAM,2.45
30-08-2025,CHOLAVARAM,0.85
31-08-2025,CHOLAVARAM,0.01
01-09-2025,CHOLAVARAM,1.03
02-09-2025,CHOLAVARAM,0.54
03-09-2025,CHOLAVARAM,3.42
04-09-2025,CHOLAVARAM,0.82
05-09-2025,CHOLAVARAM,3.51
06-09-2025,CHOLAVARAM,0.0
07-09-2025,CHOLAVARAM,0.74
08-09-2025,CHOLAVARAM,0.55
09-09-2025,CHOLAVARAM,0.53
10-09-2025,CHOLAVARAM,0.14
11-09-2025,CHOLAVARAM,0.41
12-09-2025,CHOLAVARAM,1.62
13-09-2025,CHOLAVARAM,0.69
14-09-2025,CHOLAVARAM,1.08
15-09-2025,CHOLAVARAM,0.95
16-09-2025,CHOLAVARAM,4.17
17-09-2025,CHOLAVARAM,4.71
18-09-2025,CHOLAVARAM,1.36
19-09-2025,CHOLAVARAM,0.8
20-09-2025,CHOLAVARAM,0.23
21-09-2025,CHOLAVARAM,6.13
22-09-2025,CHOLAVARAM,0.12
23-09-2025,CHOLAVARAM,0.71
24-09-2025,CHOLAVARAM,0.71
25-09-2025,CHOLAVARAM,0.77
26-09-2025,CHOLAVARAM,0.36
27-09-2025,CHOLAVARAM,3.06
28-09-2025,CHOLAVARAM,0.26
29-09-2025,CHOLAVARAM,2.02
30-09-2025,CHOLAVARAM,0.26
01-10-2025,CHOLAVARAM,1.83
02-10-2025,CHOLAVARAM,60.04
03-10-2025,CHOLAVARAM,5.27
04-10-2025,CHOLAVARAM,43.04
05-10-2025,CHOLAVARAM,19.67
06-10-2025,CHOLAVARAM,2.03
07-10-2025,CHOLAVARAM,77.78
08-10-2025,CHOLAVARAM,7.09
09-10-2025,CHOLAVARAM,49.09
10-10-2025,CHOLAVARAM,4.62
11-10-2025,CHOLAVARAM,48.09
12-10-2025,CHOLAVARAM,0.33
13-10-2025,CHOLAVARAM,17.92
14-10-2025,CHOLAVARAM,36.68
15-10-2025,CHOLAVARAM,68.26
16-10-2025,CHOLAVARAM,59.98
17-10-2025,CHOLAVARAM,42.82
18-10-2025,CHOLAVARAM,54.77
19-10-2025,CHOLAVARAM,5.55
20-10-2025,CHOLAVARAM,8.36
21-10-2025,CHOLAVARAM,8.53
22-10-2025,CHOLAVARAM,11.83
23-10-2025,CHOLAVARAM,12.49
24-10-2025,CHOLAVARAM,19.66
25-10-2025,CHOLAVARAM,4.36
26-10-2025,CHOLAVARAM,29.38
27-10-2025,CHOLAVARAM,4.59
28-10-2025,CHOLAVARAM,9.29
29-10-2025,CHOLAVARAM,17.5
30-10-2025,CHOLAVARAM,39.79
31-10-2025,CHOLAVARAM,33.63
01-11-2025,CHOLAVARAM,25.93
02-11-2025,CHOLAVARAM,4.23
03-11-2025,CHOLAVARAM,19.8
04-11-2025,CHOLAVARAM,2.29
05-11-2025,CHOLAVARAM,11.84
06-11-2025,CHOLAVARAM,13.34
07-11-2025,CHOLAVARAM,1.02
08-11-2025,CHOLAVARAM,8.0
09-11-2025,CHOLAVARAM,77.89
10-11-2025,CHOLAVARAM,76.78
11-11-2025,CHOLAVARAM,10.86
12-11-2025,CHOLAVARAM,1.1
13-11-2025,CHOLAVARAM,4.93
14-11-2025,CHOLAVARAM,12.45
15-11-2025,CHOLAVARAM,73.81
16-11-2025,CHOLAVARAM,3.81
17-11-2025,CHOLAVARAM,36.05
18-11-2025,CHOLAVARAM,2.88
19-11-2025,CHOLAVARAM,99.42
20-11-2025,CHOLAVARAM,12.02
21-11-2025,CHOLAVARAM,37.32
22-11-2025,CHOLAVARAM,10.49
23-11-2025,CHOLAVARAM,24.7
24-11-2025,CHOLAVARAM,5.33
25-11-2025,CHOLAVARAM,3.95
26-11-2025,CHOLAVARAM,69.54
27-11-2025,CHOLAVARAM,62.42
28-11-2025,CHOLAVARAM,54.61
29-11-2025,CHOLAVARAM,24.55
30-11-2025,CHOLAVARAM,41.29
01-12-2025,CHOLAVARAM,1.79
02-12-2025,CHOLAVARAM,10.19
03-12-2025,CHOLAVARAM,9.41
04-12-2025,CHOLAVARAM,25.24
05-12-2025,CHOLAVARAM,11.0
06-12-2025,CHOLAVARAM,4.02
07-12-2025,CHOLAVARAM,22.69
08-12-2025,CHOLAVARAM,42.1
09-12-2025,CHOLAVARAM,12.04
10-12-2025,CHOLAVARAM,3.55
11-12-2025,CHOLAVARAM,5.48
12-12-2025,CHOLAVARAM,6.78
13-12-2025,CHOLAVARAM,8.91
14-12-2025,CHOLAVARAM,25.74
15-12-2025,CHOLAVARAM,22.97
16-12-2025,CHOLAVARAM,29.77
17-12-2025,CHOLAVARAM,11.26
18-12-2025,CHOLAVARAM,43.43
19-12-2025,CHOLAVARAM,5.71
20-12-2025,CHOLAVARAM,15.83
21-12-2025,CHOLAVARAM,40.35
22-12-2025,CHOLAVARAM,4.97
23-12-2025,CHOLAVARAM,2.91
24-12-2025,CHOLAVARAM,53.79
25-12-2025,CHOLAVARAM,10.5
26-12-2025,CHOLAVARAM,28.79
27-12-2025,CHOLAVARAM,0.64
28-12-2025,CHOLAVARAM,29.28
29-12-2025,CHOLAVARAM,9.5
30-12-2025,CHOLAVARAM,1.43
31-12-2025,CHOLAVARAM,23.53
01-01-2026,CHOLAVARAM,0.55
02-01-2026,CHOLAVARAM,0.98
03-01-2026,CHOLAVARAM,0.17
04-01-2026,CHOLAVARAM,0.32
05-01-2026,CHOLAVARAM,0.71
06-01-2026,CHOLAVARAM,0.19
07-01-2026,CHOLAVARAM,4.83
08-01-2026,CHOLAVARAM,0.01
09-01-2026,CHOLAVARAM,1.32
10-01-2026,CHOLAVARAM,0.26
11-01-2026,CHOLAVARAM,0.74
12-01-2026,CHOLAVARAM,5.21
13-01-2026,CHOLAVARAM,0.35
14-01-2026,CHOLAVARAM,6.75
15-01-2026,CHOLAVARAM,0.46
16-01-2026,CHOLAVARAM,2.71
17-01-2026,CHOLAVARAM,1.58
18-01-2026,CHOLAVARAM,4.32
19-01-2026,CHOLAVARAM,1.61
20-01-2026,CHOLAVARAM,1.53
21-01-2026,CHOLAVARAM,0.43
22-01-2026,CHOLAVARAM,0.36
23-01-2026,CHOLAVARAM,4.97
24-01-2026,CHOLAVARAM,0.79
25-01-2026,CHOLAVARAM,0.93
26-01-2026,CHOLAVARAM,2.85
27-01-2026,CHOLAVARAM,0.83
28-01-2026,CHOLAVARAM,6.08
29-01-2026,CHOLAVARAM,2.68
30-01-2026,CHOLAVARAM,1.82
31-01-2026,CHOLAVARAM,4.26
01-02-2026,CHOLAVARAM,0.1
02-02-2026,CHOLAVARAM,0.59
03-02-2026,CHOLAVARAM,1.25
04-02-2026,CHOLAVARAM,0.51
05-02-2026,CHOLAVARAM,2.72
06-02-2026,CHOLAVARAM,5.03
07-02-2026,CHOLAVARAM,1.1
08-02-2026,CHOLAVARAM,0.84
09-02-2026,CHOLAVARAM,6.52
10-02-2026,CHOLAVARAM,1.18
11-02-2026,CHOLAVARAM,1.34
12-02-2026,CHOLAVARAM,0.87
13-02-2026,CHOLAVARAM,4.81
14-02-2026,CHOLAVARAM,1.68
15-02-2026,CHOLAVARAM,2.87
16-02-2026,CHOLAVARAM,3.34
17-02-2026,CHOLAVARAM,0.84
18-02-2026,CHOLAVARAM,1.14
19-02-2026,CHOLAVARAM,3.77
20-02-2026,CHOLAVARAM,0.9
21-02-2026,CHOLAVARAM,3.16
22-02-2026,CHOLAVARAM,5.66
23-02-2026,CHOLAVARAM,1.95
24-02-2026,CHOLAVARAM,2.71
25-02-2026,CHOLAVARAM,3.27
26-02-2026,CHOLAVARAM,3.73
27-02-2026,CHOLAVARAM,1.01
28-02-2026,CHOLAVARAM,0.11
01-03-2026,CHOLAVARAM,1.03
02-03-2026,CHOLAVARAM,2.24
03-03-2026,CHOLAVARAM,1.2
04-03-2026,CHOLAVARAM,2.76
05-03-2026,CHOLAVARAM,0.88
06-03-2026,CHOLAVARAM,2.01
07-03-2026,CHOLAVARAM,0.41
08-03-2026,CHOLAVARAM,2.77
09-03-2026,CHOLAVARAM,1.58
10-03-2026,CHOLAVARAM,0.46
11-03-2026,CHOLAVARAM,0.69
12-03-2026,CHOLAVARAM,2.76
13-03-2026,CHOLAVARAM,1.32
14-03-2026,CHOLAVARAM,0.49
15-03-2026,CHOLAVARAM,6.84
16-03-2026,CHOLAVARAM,2.51
17-03-2026,CHOLAVARAM,6.3
18-03-2026,CHOLAVARAM,1.11
19-03-2026,CHOLAVARAM,1.29
20-03-2026,CHOLAVARAM,4.56
21-03-2026,CHOLAVARAM,1.49
22-03-2026,CHOLAVARAM,2.46
23-03-2026,CHOLAVARAM,0.58
24-03-2026,CHOLAVARAM,1.18
25-03-2026,CHOLAVARAM,0.26
26-03-2026,CHOLAVARAM,0.46
27-03-2026,CHOLAVARAM,0.0
28-03-2026,CHOLAVARAM,0.08
29-03-2026,CHOLAVARAM,7.57
30-03-2026,CHOLAVARAM,0.56
31-03-2026,CHOLAVARAM,2.18
01-04-2026,CHOLAVARAM,3.65
02-04-2026,CHOLAVARAM,1.6
03-04-2026,CHOLAVARAM,0.33
04-04-2026,CHOLAVARAM,2.6
05-04-2026,CHOLAVARAM,1.83
06-04-2026,CHOLAVARAM,2.63
07-04-2026,CHOLAVARAM,2.94
08-04-2026,CHOLAVARAM,7.41
09-04-2026,CHOLAVARAM,1.7
10-04-2026,CHOLAVARAM,0.84
11-04-2026,CHOLAVARAM,2.09
12-04-2026,CHOLAVARAM,0.14
13-04-2026,CHOLAVARAM,4.55
14-04-2026,CHOLAVARAM,0.25
15-04-2026,CHOLAVARAM,0.79
16-04-2026,CHOLAVARAM,3.38
17-04-2026,CHOLAVARAM,1.82
18-04-2026,CHOLAVARAM,1.0
19-04-2026,CHOLAVARAM,1.28
20-04-2026,CHOLAVARAM,3.86
21-04-2026,CHOLAVARAM,0.83
22-04-2026,CHOLAVARAM,4.08
23-04-2026,CHOLAVARAM,0.18
24-04-2026,CHOLAVARAM,3.0
25-04-2026,CHOLAVARAM,3.76
26-04-2026,CHOLAVARAM,0.4
27-04-2026,CHOLAVARAM,1.13
28-04-2026,CHOLAVARAM,0.36
29-04-2026,CHOLAVARAM,2.45
30-04-2026,CHOLAVARAM,1.53
01-05-2026,CHOLAVARAM,2.02
02-05-2026,CHOLAVARAM,0.44
03-05-2026,CHOLAVARAM,0.48
04-05-2026,CHOLAVARAM,0.08
05-05-2026,CHOLAVARAM,0.78
06-05-2026,CHOLAVARAM,1.64
07-05-2026,CHOLAVARAM,3.9
08-05-2026,CHOLAVARAM,2.2
09-05-2026,CHOLAVARAM,1.14
10-05-2026,CHOLAVARAM,6.12
11-05-2026,CHOLAVARAM,2.54
12-05-2026,CHOLAVARAM,5.32
13-05-2026,CHOLAVARAM,1.5
14-05-2026,CHOLAVARAM,0.6
15-05-2026,CHOLAVARAM,0.11
16-05-2026,CHOLAVARAM,2.59
17-05-2026,CHOLAVARAM,0.26
18-05-2026,CHOLAVARAM,0.72
19-05-2026,CHOLAVARAM,1.52
20-05-2026,CHOLAVARAM,1.66
21-05-2026,CHOLAVARAM,1.84
22-05-2026,CHOLAVARAM,0.36
23-05-2026,CHOLAVARAM,0.96
24-05-2026,CHOLAVARAM,1.92
25-05-2026,CHOLAVARAM,7.0
26-05-2026,CHOLAVARAM,2.6
27-05-2026,CHOLAVARAM,5.12
28-05-2026,CHOLAVARAM,2.87
29-05-2026,CHOLAVARAM,1.79
30-05-2026,CHOLAVARAM,0.43
31-05-2026,CHOLAVARAM,2.2
01-06-2026,CHOLAVARAM,1.95
02-06-2026,CHOLAVARAM,1.84
03-06-2026,CHOLAVARAM,1.35
04-06-2026,CHOLAVARAM,1.5
05-06-2026,CHOLAVARAM,0.81
06-06-2026,CHOLAVARAM,1.47
07-06-2026,CHOLAVARAM,0.44
08-06-2026,CHOLAVARAM,3.27
09-06-2026,CHOLAVARAM,0.41
10-06-2026,CHOLAVARAM,0.18
11-06-2026,CHOLAVARAM,1.15
12-06-2026,CHOLAVARAM,2.15
13-06-2026,CHOLAVARAM,1.15
14-06-2026,CHOLAVARAM,0.65
15-06-2026,CHOLAVARAM,1.63
16-06-2026,CHOLAVARAM,0.85
17-06-2026,CHOLAVARAM,5.4
18-06-2026,CHOLAVARAM,5.12
19-06-2026,CHOLAVARAM,1.4
20-06-2026,CHOLAVARAM,0.79
21-06-2026,CHOLAVARAM,2.67
22-06-2026,CHOLAVARAM,0.07
23-06-2026,CHOLAVARAM,1.29
24-06-2026,CHOLAVARAM,0.82
25-06-2026,CHOLAVARAM,5.06
26-06-2026,CHOLAVARAM,0.02
27-06-2026,CHOLAVARAM,1.61
28-06-2026,CHOLAVARAM,2.7
29-06-2026,CHOLAVARAM,1.33
30-06-2026,CHOLAVARAM,0.18
01-07-2026,CHOLAVARAM,7.18
02-07-2026,CHOLAVARAM,1.46
03-07-2026,CHOLAVARAM,1.9
04-07-2026,CHOLAVARAM,0.54
05-07-2026,CHOLAVARAM,1.32
06-07-2026,CHOLAVARAM,1.12
07-07-2026,CHOLAVARAM,0.16
08-07-2026,CHOLAVARAM,0.22
09-07-2026,CHOLAVARAM,3.63
10-07-2026,CHOLAVARAM,0.55
11-07-2026,CHOLAVARAM,0.43
12-07-2026,CHOLAVARAM,1.41
13-07-2026,CHOLAVARAM,2.93
14-07-2026,CHOLAVARAM,0.13
15-07-2026,CHOLAVARAM,1.72
16-07-2026,CHOLAVARAM,0.25
17-07-2026,CHOLAVARAM,0.07
18-07-2026,CHOLAVARAM,0.11
19-07-2026,CHOLAVARAM,3.59
20-07-2026,CHOLAVARAM,0.25
21-07-2026,CHOLAVARAM,0.09
22-07-2026,CHOLAVARAM,1.15
23-07-2026,CHOLAVARAM,3.72
24-07-2026,CHOLAVARAM,0.61
25-07-2026,CHOLAVARAM,1.1
26-07-2026,CHOLAVARAM,0.08
27-07-2026,CHOLAVARAM,1.19
28-07-2026,CHOLAVARAM,1.72
29-07-2026,CHOLAVARAM,1.69
30-07-2026,CHOLAVARAM,0.81
31-07-2026,CHOLAVARAM,0.76
01-08-2026,CHOLAVARAM,0.23
02-08-2026,CHOLAVARAM,0.91
03-08-2026,CHOLAVARAM,0.21
04-08-2026,CHOLAVARAM,2.91
05-08-2026,CHOLAVARAM,6.78
06-08-2026,CHOLAVARAM,7.02
07-08-2026,CHOLAVARAM,4.01
08-08-2026,CHOLAVARAM,1.84
09-08-2026,CHOLAVARAM,2.41
10-08-2026,CHOLAVARAM,0.67
11-08-2026,CHOLAVARAM,1.99
12-08-2026,CHOLAVARAM,1.22
13-08-2026,CHOLAVARAM,1.32
14-08-2026,CHOLAVARAM,2.84
15-08-2026,CHOLAVARAM,0.66
16-08-2026,CHOLAVARAM,0.77
17-08-2026,CHOLAVARAM,5.17
18-08-2026,CHOLAVARAM,0.12
19-08-2026,CHOLAVARAM,1.33
20-08-2026,CHOLAVARAM,4.88
21-08-2026,CHOLAVARAM,1.89
22-08-2026,CHOLAVARAM,1.58
23-08-2026,CHOLAVARAM,0.57
24-08-2026,CHOLAVARAM,0.84
25-08-2026,CHOLAVARAM,3.82
26-08-2026,CHOLAVARAM,1.64
27-08-2026,CHOLAVARAM,1.45
28-08-2026,CHOLAVARAM,0.21
29-08-2026,CHOLAVARAM,0.03
30-08-2026,CHOLAVARAM,6.63
31-08-2026,CHOLAVARAM,0.95
01-09-2026,CHOLAVARAM,1.85
02-09-2026,CHOLAVARAM,0.17
03-09-2026,CHOLAVARAM,2.3
04-09-2026,CHOLAVARAM,5.39
05-09-2026,CHOLAVARAM,1.71
06-09-2026,CHOLAVARAM,0.27
07-09-2026,CHOLAVARAM,1.74
08-09-2026,CHOLAVARAM,2.91
09-09-2026,CHOLAVARAM,1.04
10-09-2026,CHOLAVARAM,4.24
11-09-2026,CHOLAVARAM,2.09
12-09-2026,CHOLAVARAM,4.59
13-09-2026,CHOLAVARAM,1.95
14-09-2026,CHOLAVARAM,0.28
15-09-2026,CHOLAVARAM,0.74
16-09-2026,CHOLAVARAM,0.45
17-09-2024,REDHILLS,4.79
18-09-2024,REDHILLS,2.86
19-09-2024,REDHILLS,2.26
20-09-2024,REDHILLS,0.72
21-09-2024,REDHILLS,0.41
22-09-2024,REDHILLS,2.82
23-09-2024,REDHILLS,1.29
24-09-2024,REDHILLS,0.51
25-09-2024,REDHILLS,1.92
26-09-2024,REDHILLS,0.08
27-09-2024,REDHILLS,0.79
28-09-2024,REDHILLS,1.26
29-09-2024,REDHILLS,0.32
30-09-2024,REDHILLS,8.35
01-10-2024,REDHILLS,5.86
02-10-2024,REDHILLS,3.49
03-10-2024,REDHILLS,5.69
04-10-2024,REDHILLS,36.64
05-10-2024,REDHILLS,13.86
06-10-2024,REDHILLS,20.83
07-10-2024,REDHILLS,0.53
08-10-2024,REDHILLS,0.88
09-10-2024,REDHILLS,14.76
10-10-2024,REDHILLS,42.41
11-10-2024,REDHILLS,54.12
12-10-2024,REDHILLS,2.27
13-10-2024,REDHILLS,19.32
14-10-2024,REDHILLS,61.11
15-10-2024,REDHILLS,12.27
16-10-2024,REDHILLS,44.24
17-10-2024,REDHILLS,3.59
18-10-2024,REDHILLS,68.49
19-10-2024,REDHILLS,34.8
20-10-2024,REDHILLS,70.9
21-10-2024,REDHILLS,28.22
22-10-2024,REDHILLS,11.29
23-10-2024,REDHILLS,69.59
24-10-2024,REDHILLS,8.06
25-10-2024,REDHILLS,10.09
26-10-2024,REDHILLS,30.17
27-10-2024,REDHILLS,36.24
28-10-2024,REDHILLS,66.27
29-10-2024,REDHILLS,5.73
30-10-2024,REDHILLS,39.99
31-10-2024,REDHILLS,33.54
01-11-2024,REDHILLS,1.65
02-11-2024,REDHILLS,12.24
03-11-2024,REDHILLS,8.31
04-11-2024,REDHILLS,9.08
05-11-2024,REDHILLS,101.79
06-11-2024,REDHILLS,25.73
07-11-2024,REDHILLS,31.62
