Date,Area,Population_Served,Actual_LPCD,Norm_LPCD,Wastage_LPCD
27-03-2026,POONDI,191708,118.3,135,0.0
28-03-2026,POONDI,191708,149.6,135,14.6
29-03-2026,POONDI,191708,170.8,135,35.8
30-03-2026,POONDI,191708,145.7,135,10.7
31-03-2026,POONDI,191708,126.3,135,0.0
01-04-2026,POONDI,191708,107.6,135,0.0
02-04-2026,POONDI,191708,175.6,135,40.6
03-04-2026,POONDI,191708,165.8,135,30.8
04-04-2026,POONDI,191708,151.0,135,16.0
05-04-2026,POONDI,191708,174.6,135,39.6
06-04-2026,POONDI,191708,149.5,135,14.5
07-04-2026,POONDI,191708,134.4,135,0.0
08-04-2026,POONDI,191708,156.1,135,21.1
09-04-2026,POONDI,191708,128.4,135,0.0
10-04-2026,POONDI,191708,125.1,135,0.0
11-04-2026,POONDI,191708,160.4,135,25.4
12-04-2026,POONDI,191708,162.1,135,27.1
13-04-2026,POONDI,191708,119.5,135,0.0
14-04-2026,POONDI,191708,120.3,135,0.0
15-04-2026,POONDI,191708,136.1,135,1.1
16-04-2026,POONDI,191708,130.8,135,0.0
17-04-2026,POONDI,191708,154.5,135,19.5
18-04-2026,POONDI,191708,146.0,135,11.0
19-04-2026,POONDI,191708,168.3,135,33.3
20-04-2026,POONDI,191708,151.3,135,16.3
21-04-2026,POONDI,191708,132.1,135,0.0
22-04-2026,POONDI,191708,107.2,135,0.0
23-04-2026,POONDI,191708,148.6,135,13.6
24-04-2026,POONDI,191708,110.8,135,0.0
25-04-2026,POONDI,191708,131.9,135,0.0
26-04-2026,POONDI,191708,130.6,135,0.0
27-04-2026,POONDI,191708,134.8,135,0.0
28-04-2026,POONDI,191708,118.7,135,0.0
29-04-2026,POONDI,191708,130.5,135,0.0
30-04-2026,POONDI,191708,167.9,135,32.9
01-05-2026,POONDI,191708,167.9,135,32.9
02-05-2026,POONDI,191708,175.6,135,40.6
03-05-2026,POONDI,191708,145.2,135,10.2
04-05-2026,POONDI,191708,150.4,135,15.4
05-05-2026,POONDI,191708,168.2,135,33.2
06-05-2026,POONDI,191708,115.6,135,0.0
07-05-2026,POONDI,191708,161.1,135,26.1
08-05-2026,POONDI,191708,171.0,135,36.0
09-05-2026,POONDI,191708,127.2,135,0.0
10-05-2026,POONDI,191708,172.7,135,37.7
11-05-2026,POONDI,191708,186.2,135,51.2
12-05-2026,POONDI,191708,160.6,135,25.6
13-05-2026,POONDI,191708,156.9,135,21.9
14-05-2026,POONDI,191708,122.6,135,0.0
15-05-2026,POONDI,191708,166.4,135,31.4
16-05-2026,POONDI,191708,124.5,135,0.0
17-05-2026,POONDI,191708,152.4,135,17.4
18-05-2026,POONDI,191708,154.4,135,19.4
19-05-2026,POONDI,191708,79.1,135,0.0
20-05-2026,POONDI,191708,153.1,135,18.1
21-05-2026,POONDI,191708,197.4,135,62.4
22-05-2026,POONDI,191708,103.2,135,0.0
23-05-2026,POONDI,191708,143.9,135,8.9
24-05-2026,POONDI,191708,106.1,135,0.0
25-05-2026,POONDI,191708,127.1,135,0.0
26-05-2026,POONDI,191708,106.4,135,0.0
27-05-2026,POONDI,191708,148.2,135,13.2
28-05-2026,POONDI,191708,160.9,135,25.9
29-05-2026,POONDI,191708,153.2,135,18.2
30-05-2026,POONDI,191708,126.4,135,0.0
31-05-2026,POONDI,191708,132.8,135,0.0
01-06-2026,POONDI,191708,150.4,135,15.4
02-06-2026,POONDI,191708,127.0,135,0.0
03-06-2026,POONDI,191708,118.4,135,0.0
04-06-2026,POONDI,191708,140.2,135,5.2
05-06-2026,POONDI,191708,126.1,135,0.0
06-06-2026,POONDI,191708,153.2,135,18.2
07-06-2026,POONDI,191708,171.0,135,36.0
08-06-2026,POONDI,191708,197.0,135,62.0
09-06-2026,POONDI,191708,151.8,135,16.8
10-06-2026,POONDI,191708,157.9,135,22.9
11-06-2026,POONDI,191708,133.0,135,0.0
12-06-2026,POONDI,191708,134.3,135,0.0
13-06-2026,POONDI,191708,170.7,135,35.7
14-06-2026,POONDI,191708,139.5,135,4.5
15-06-2026,POONDI,191708,146.5,135,11.5
16-06-2026,POONDI,191708,169.5,135,34.5
17-06-2026,POONDI,191708,139.6,135,4.6
18-06-2026,POONDI,191708,175.0,135,40.0
19-06-2026,POONDI,191708,156.5,135,21.5
20-06-2026,POONDI,191708,154.1,135,19.1
21-06-2026,POONDI,191708,132.0,135,0.0
22-06-2026,POONDI,191708,155.2,135,20.2
23-06-2026,POONDI,191708,136.4,135,1.4
24-06-2026,POONDI,191708,154.4,135,19.4
25-06-2026,POONDI,191708,143.0,135,8.0
26-06-2026,POONDI,191708,164.3,135,29.3
27-06-2026,POONDI,191708,144.4,135,9.4
28-06-2026,POONDI,191708,185.8,135,50.8
29-06-2026,POONDI,191708,139.5,135,4.5
30-06-2026,POONDI,191708,134.3,135,0.0
01-07-2026,POONDI,191708,151.9,135,16.9
02-07-2026,POONDI,191708,166.6,135,31.6
03-07-2026,POONDI,191708,166.4,135,31.4
04-07-2026,POONDI,191708,148.3,135,13.3
05-07-2026,POONDI,191708,151.8,135,16.8
06-07-2026,POONDI,191708,151.8,135,16.8
07-07-2026,POONDI,191708,123.4,135,0.0
08-07-2026,POONDI,191708,165.5,135,30.5
09-07-2026,POONDI,191708,119.8,135,0.0
10-07-2026,POONDI,191708,123.5,135,0.0
11-07-2026,POONDI,191708,146.1,135,11.1
12-07-2026,POONDI,191708,138.6,135,3.6
13-07-2026,POONDI,191708,160.9,135,25.9
14-07-2026,POONDI,191708,153.9,135,18.9
15-07-2026,POONDI,191708,147.8,135,12.8
16-07-2026,POONDI,191708,122.5,135,0.0
17-07-2026,POONDI,191708,145.5,135,10.5
18-07-2026,POONDI,191708,143.9,135,8.9
19-07-2026,POONDI,191708,149.4,135,14.4
20-07-2026,POONDI,191708,136.4,135,1.4
21-07-2026,POONDI,191708,155.5,135,20.5
22-07-2026,POONDI,191708,138.1,135,3.1
23-07-2026,POONDI,191708,153.6,135,18.6
24-07-2026,POONDI,191708,160.9,135,25.9
25-07-2026,POONDI,191708,134.3,135,0.0
26-07-2026,POONDI,191708,129.6,135,0.0
27-07-2026,POONDI,191708,154.5,135,19.5
28-07-2026,POONDI,191708,118.6,135,0.0
29-07-2026,POONDI,191708,167.2,135,32.2
30-07-2026,POONDI,191708,145.2,135,10.2
31-07-2026,POONDI,191708,142.7,135,7.7
01-08-2026,POONDI,191708,155.9,135,20.9
02-08-2026,POONDI,191708,154.7,135,19.7
03-08-2026,POONDI,191708,145.1,135,10.1
04-08-2026,POONDI,191708,162.6,135,27.6
05-08-2026,POONDI,191708,131.6,135,0.0
06-08-2026,POONDI,191708,159.2,135,24.2
07-08-2026,POONDI,191708,123.4,135,0.0
08-08-2026,POONDI,191708,155.2,135,20.2
09-08-2026,POONDI,191708,138.4,135,3.4
10-08-2026,POONDI,191708,118.8,135,0.0
11-08-2026,POONDI,191708,150.1,135,15.1
12-08-2026,POONDI,191708,144.3,135,9.3
13-08-2026,POONDI,191708,114.1,135,0.0
14-08-2026,POONDI,191708,102.7,135,0.0
15-08-2026,POONDI,191708,142.0,135,7.0
16-08-2026,POONDI,191708,177.4,135,42.4
17-08-2026,POONDI,191708,151.4,135,16.4
18-08-2026,POONDI,191708,131.6,135,0.0
19-08-2026,POONDI,191708,166.6,135,31.6
20-08-2026,POONDI,191708,163.1,135,28.1
21-08-2026,POONDI,191708,170.4,135,35.4
22-08-2026,POONDI,191708,158.7,135,23.7
23-08-2026,POONDI,191708,162.7,135,27.7
24-08-2026,POONDI,191708,159.6,135,24.6
25-08-2026,POONDI,191708,135.4,135,0.4
26-08-2026,POONDI,191708,112.3,135,0.0
27-08-2026,POONDI,191708,134.6,135,0.0
28-08-2026,POONDI,191708,167.1,135,32.1
29-08-2026,POONDI,191708,137.4,135,2.4
30-08-2026,POONDI,191708,142.1,135,7.1
31-08-2026,POONDI,191708,121.7,135,0.0
01-09-2026,POONDI,191708,134.0,135,0.0
02-09-2026,POONDI,191708,144.8,135,9.8
03-09-2026,POONDI,191708,154.9,135,19.9
04-09-2026,POONDI,191708,135.8,135,0.8
05-09-2026,POONDI,191708,134.4,135,0.0
06-09-2026,POONDI,191708,161.8,135,26.8
07-09-2026,POONDI,191708,151.5,135,16.5
08-09-2026,POONDI,191708,154.0,135,19.0
09-09-2026,POONDI,191708,175.6,135,40.6
10-09-2026,POONDI,191708,134.9,135,0.0
11-09-2026,POONDI,191708,144.0,135,9.0
12-09-2026,POONDI,191708,156.0,135,21.0
13-09-2026,POONDI,191708,127.6,135,0.0
14-09-2026,POONDI,191708,149.6,135,14.6
15-09-2026,POONDI,191708,145.4,135,10.4
16-09-2026,POONDI,191708,200.5,135,65.5
17-09-2024,CHOLAVARAM,197367,111.6,135,0.0
18-09-2024,CHOLAVARAM,197367,149.2,135,14.2
19-09-2024,CHOLAVARAM,197367,154.5,135,19.5
20-09-2024,CHOLAVARAM,197367,184.2,135,49.2
21-09-2024,CHOLAVARAM,197367,153.2,135,18.2
22-09-2024,CHOLAVARAM,197367,115.4,135,0.0
23-09-2024,CHOLAVARAM,197367,116.1,135,0.0
24-09-2024,CHOLAVARAM,197367,170.2,135,35.2
25-09-2024,CHOLAVARAM,197367,128.9,135,0.0
26-09-2024,CHOLAVARAM,197367,114.0,135,0.0
27-09-2024,CHOLAVARAM,197367,165.0,135,30.0
28-09-2024,CHOLAVARAM,197367,135.5,135,0.5
29-09-2024,CHOLAVARAM,197367,163.9,135,28.9
30-09-2024,CHOLAVARAM,197367,126.7,135,0.0
01-10-2024,CHOLAVARAM,197367,174.5,135,39.5
02-10-2024,CHOLAVARAM,197367,162.4,135,27.4
03-10-2024,CHOLAVARAM,197367,130.5,135,0.0
04-10-2024,CHOLAVARAM,197367,111.8,135,0.0
05-10-2024,CHOLAVARAM,197367,191.1,135,56.1
06-10-2024,CHOLAVARAM,197367,140.8,135,5.8
07-10-2024,CHOLAVARAM,197367,129.7,135,0.0
08-10-2024,CHOLAVARAM,197367,172.7,135,37.7
09-10-2024,CHOLAVARAM,197367,163.9,135,28.9
10-10-2024,CHOLAVARAM,197367,168.7,135,33.7
11-10-2024,CHOLAVARAM,197367,143.0,135,8.0
12-10-2024,CHOLAVARAM,197367,182.6,135,47.6
13-10-2024,CHOLAVARAM,197367,118.8,135,0.0
14-10-2024,CHOLAVARAM,197367,134.0,135,0.0
15-10-2024,CHOLAVARAM,197367,152.8,135,17.8
16-10-2024,CHOLAVARAM,197367,168.4,135,33.4
17-10-2024,CHOLAVARAM,197367,158.2,135,23.2
18-10-2024,CHOLAVARAM,197367,143.3,135,8.3
19-10-2024,CHOLAVARAM,197367,135.5,135,0.5
20-10-2024,CHOLAVARAM,197367,168.5,135,33.5
21-10-2024,CHOLAVARAM,197367,160.3,135,25.3
22-10-2024,CHOLAVARAM,197367,127.5,135,0.0
23-10-2024,CHOLAVARAM,197367,126.9,135,0.0
24-10-2024,CHOLAVARAM,197367,134.1,135,0.0
25-10-2024,CHOLAVARAM,197367,131.5,135,0.0
26-10-2024,CHOLAVARAM,197367,165.6,135,30.6
27-10-2024,CHOLAVARAM,197367,153.7,135,18.7
28-10-2024,CHOLAVARAM,197367,156.2,135,21.2
29-10-2024,CHOLAVARAM,197367,148.8,135,13.8
30-10-2024,CHOLAVARAM,197367,149.8,135,14.8
31-10-2024,CHOLAVARAM,197367,113.4,135,0.0
01-11-2024,CHOLAVARAM,197367,160.9,135,25.9
02-11-2024,CHOLAVARAM,197367,133.7,135,0.0
03-11-2024,CHOLAVARAM,197367,144.3,135,9.3
04-11-2024,CHOLAVARAM,197367,135.5,135,0.5
05-11-2024,CHOLAVARAM,197367,147.9,135,12.9
06-11-2024,CHOLAVARAM,197367,156.5,135,21.5
07-11-2024,CHOLAVARAM,197367,124.8,135,0.0
08-11-2024,CHOLAVARAM,197367,150.1,135,15.1
09-11-2024,CHOLAVARAM,197367,136.0,135,1.0
10-11-2024,CHOLAVARAM,197367,171.4,135,36.4
11-11-2024,CHOLAVARAM,197367,122.7,135,0.0
12-11-2024,CHOLAVARAM,197367,124.9,135,0.0
13-11-2024,CHOLAVARAM,197367,137.8,135,2.8
14-11-2024,CHOLAVARAM,197367,126.5,135,0.0
15-11-2024,CHOLAVARAM,197367,140.5,135,5.5
16-11-2024,CHOLAVARAM,197367,134.4,135,0.0
17-11-2024,CHOLAVARAM,197367,146.8,135,11.8
18-11-2024,CHOLAVARAM,197367,165.2,135,30.2
19-11-2024,CHOLAVARAM,197367,146.4,135,11.4
20-11-2024,CHOLAVARAM,197367,148.2,135,13.2
21-11-2024,CHOLAVARAM,197367,123.9,135,0.0
22-11-2024,CHOLAVARAM,197367,142.3,135,7.3
23-11-2024,CHOLAVARAM,197367,136.6,135,1.6
24-11-2024,CHOLAVARAM,197367,158.6,135,23.6
25-11-2024,CHOLAVARAM,197367,129.7,135,0.0
26-11-2024,CHOLAVARAM,197367,127.8,135,0.0
27-11-2024,CHOLAVARAM,197367,151.3,135,16.3
28-11-2024,CHOLAVARAM,197367,184.6,135,49.6
29-11-2024,CHOLAVARAM,197367,141.5,135,6.5
30-11-2024,CHOLAVARAM,197367,148.4,135,13.4
01-12-2024,CHOLAVARAM,197367,164.0,135,29.0
02-12-2024,CHOLAVARAM,197367,155.2,135,20.2
03-12-2024,CHOLAVARAM,197367,155.3,135,20.3
04-12-2024,CHOLAVARAM,197367,143.1,135,8.1
05-12-2024,CHOLAVARAM,197367,143.5,135,8.5
06-12-2024,CHOLAVARAM,197367,129.9,135,0.0
07-12-2024,CHOLAVARAM,197367,154.7,135,19.7
08-12-2024,CHOLAVARAM,197367,154.3,135,19.3
09-12-2024,CHOLAVARAM,197367,159.3,135,24.3
10-12-2024,CHOLAVARAM,197367,135.2,135,0.2
11-12-2024,CHOLAVARAM,197367,161.6,135,26.6
12-12-2024,CHOLAVARAM,197367,167.7,135,32.7
13-12-2024,CHOLAVARAM,197367,120.7,135,0.0
14-12-2024,CHOLAVARAM,197367,139.1,135,4.1
15-12-2024,CHOLAVARAM,197367,168.5,135,33.5
16-12-2024,CHOLAVARAM,197367,132.0,135,0.0
17-12-2024,CHOLAVARAM,197367,155.6,135,20.6
18-12-2024,CHOLAVARAM,197367,145.2,135,10.2
19-12-2024,CHOLAVARAM,197367,151.6,135,16.6
20-12-2024,CHOLAVARAM,197367,145.8,135,10.8
21-12-2024,CHOLAVARAM,197367,159.9,135,24.9
22-12-2024,CHOLAVARAM,197367,124.6,135,0.0
23-12-2024,CHOLAVARAM,197367,126.7,135,0.0
24-12-2024,CHOLAVARAM,197367,174.3,135,39.3
25-12-2024,CHOLAVARAM,197367,187.0,135,52.0
26-12-2024,CHOLAVARAM,197367,144.9,135,9.9
27-12-2024,CHOLAVARAM,197367,179.3,135,44.3
28-12-2024,CHOLAVARAM,197367,129.6,135,0.0
29-12-2024,CHOLAVARAM,197367,134.4,135,0.0
30-12-2024,CHOLAVARAM,197367,174.1,135,39.1
31-12-2024,CHOLAVARAM,197367,161.1,135,26.1
01-01-2025,CHOLAVARAM,197367,177.1,135,42.1
02-01-2025,CHOLAVARAM,197367,154.4,135,19.4
03-01-2025,CHOLAVARAM,197367,124.7,135,0.0
04-01-2025,CHOLAVARAM,197367,149.5,135,14.5
05-01-2025,CHOLAVARAM,197367,169.0,135,34.0
06-01-2025,CHOLAVARAM,197367,142.3,135,7.3
07-01-2025,CHOLAVARAM,197367,139.3,135,4.3
08-01-2025,CHOLAVARAM,197367,154.7,135,19.7
09-01-2025,CHOLAVARAM,197367,133.8,135,0.0
10-01-2025,CHOLAVARAM,197367,150.9,135,15.9
11-01-2025,CHOLAVARAM,197367,146.3,135,11.3
12-01-2025,CHOLAVARAM,197367,135.2,135,0.2
13-01-2025,CHOLAVARAM,197367,164.6,135,29.6
14-01-2025,CHOLAVARAM,197367,157.9,135,22.9
15-01-2025,CHOLAVARAM,197367,137.9,135,2.9
16-01-2025,CHOLAVARAM,197367,144.7,135,9.7
17-01-2025,CHOLAVARAM,197367,139.6,135,4.6
18-01-2025,CHOLAVARAM,197367,132.2,135,0.0
19-01-2025,CHOLAVARAM,197367,111.0,135,0.0
20-01-2025,CHOLAVARAM,197367,135.3,135,0.3
21-01-2025,CHOLAVARAM,197367,132.5,135,0.0
22-01-2025,CHOLAVARAM,197367,147.3,135,12.3
23-01-2025,CHOLAVARAM,197367,153.8,135,18.8
24-01-2025,CHOLAVARAM,197367,129.0,135,0.0
25-01-2025,CHOLAVARAM,197367,152.5,135,17.5
26-01-2025,CHOLAVARAM,197367,125.9,135,0.0
27-01-2025,CHOLAVARAM,197367,142.5,135,7.5
28-01-2025,CHOLAVARAM,197367,133.0,135,0.0
29-01-2025,CHOLAVARAM,197367,159.9,135,24.9
30-01-2025,CHOLAVARAM,197367,147.3,135,12.3
31-01-2025,CHOLAVARAM,197367,142.8,135,7.8
01-02-2025,CHOLAVARAM,197367,132.5,135,0.0
02-02-2025,CHOLAVARAM,197367,138.4,135,3.4
03-02-2025,CHOLAVARAM,197367,181.6,135,46.6
04-02-2025,CHOLAVARAM,197367,135.0,135,0.0
05-02-2025,CHOLAVARAM,197367,154.6,135,19.6
06-02-2025,CHOLAVARAM,197367,142.7,135,7.7
07-02-2025,CHOLAVARAM,197367,154.0,135,19.0
08-02-2025,CHOLAVARAM,197367,161.7,135,26.7
09-02-2025,CHOLAVARAM,197367,137.9,135,2.9
10-02-2025,CHOLAVARAM,197367,159.2,135,24.2
11-02-2025,CHOLAVARAM,197367,200.1,135,65.1
12-02-2025,CHOLAVARAM,197367,156.4,135,21.4
13-02-2025,CHOLAVARAM,197367,177.3,135,42.3
14-02-2025,CHOLAVARAM,197367,154.6,135,19.6
15-02-2025,CHOLAVARAM,197367,126.4,135,0.0
16-02-2025,CHOLAVARAM,197367,150.5,135,15.5
17-02-2025,CHOLAVARAM,197367,138.4,135,3.4
18-02-2025,CHOLAVARAM,197367,133.1,135,0.0
19-02-2025,CHOLAVARAM,197367,143.5,135,8.5
20-02-2025,CHOLAVARAM,197367,141.9,135,6.9
21-02-2025,CHOLAVARAM,197367,123.8,135,0.0
22-02-2025,CHOLAVARAM,197367,199.2,135,64.2
23-02-2025,CHOLAVARAM,197367,161.2,135,26.2
24-02-2025,CHOLAVARAM,197367,149.9,135,14.9
25-02-2025,CHOLAVARAM,197367,146.8,135,11.8
26-02-2025,CHOLAVARAM,197367,169.0,135,34.0
27-02-2025,CHOLAVARAM,197367,186.5,135,51.5
28-02-2025,CHOLAVARAM,197367,158.7,135,23.7
01-03-2025,CHOLAVARAM,197367,147.4,135,12.4
02-03-2025,CHOLAVARAM,197367,174.5,135,39.5
03-03-2025,CHOLAVARAM,197367,147.8,135,12.8
04-03-2025,CHOLAVARAM,197367,153.7,135,18.7
05-03-2025,CHOLAVARAM,197367,165.0,135,30.0
06-03-2025,CHOLAVARAM,197367,137.3,135,2.3
07-03-2025,CHOLAVARAM,197367,103.5,135,0.0
08-03-2025,CHOLAVARAM,197367,136.3,135,1.3
09-03-2025,CHOLAVARAM,197367,160.5,135,25.5
10-03-2025,CHOLAVARAM,197367,159.1,135,24.1
11-03-2025,CHOLAVARAM,197367,171.9,135,36.9
12-03-2025,CHOLAVARAM,197367,137.1,135,2.1
13-03-2025,CHOLAVARAM,197367,176.6,135,41.6
14-03-2025,CHOLAVARAM,197367,148.7,135,13.7
15-03-2025,CHOLAVARAM,197367,157.1,135,22.1
16-03-2025,CHOLAVARAM,197367,163.1,135,28.1
17-03-2025,CHOLAVARAM,197367,117.4,135,0.0
18-03-2025,CHOLAVARAM,197367,124.9,135,0.0
19-03-2025,CHOLAVARAM,197367,124.2,135,0.0
20-03-2025,CHOLAVARAM,197367,166.4,135,31.4
21-03-2025,CHOLAVARAM,197367,138.9,135,3.9
22-03-2025,CHOLAVARAM,197367,185.6,135,50.6
23-03-2025,CHOLAVARAM,197367,145.1,135,10.1
24-03-2025,CHOLAVARAM,197367,115.6,135,0.0
25-03-2025,CHOLAVARAM,197367,131.6,135,0.0
26-03-2025,CHOLAVARAM,197367,147.3,135,12.3
27-03-2025,CHOLAVARAM,197367,155.3,135,20.3
28-03-2025,CHOLAVARAM,197367,125.3,135,0.0
29-03-2025,CHOLAVARAM,197367,156.4,135,21.4
30-03-2025,CHOLAVARAM,197367,161.7,135,26.7
31-03-2025,CHOLAVARAM,197367,132.2,135,0.0
01-04-2025,CHOLAVARAM,197367,184.4,135,49.4
02-04-2025,CHOLAVARAM,197367,134.3,135,0.0
03-04-2025,CHOLAVARAM,197367,125.0,135,0.0
04-04-2025,CHOLAVARAM,197367,114.4,135,0.0
05-04-2025,CHOLAVARAM,197367,169.4,135,34.4
06-04-2025,CHOLAVARAM,197367,145.5,135,10.5
07-04-2025,CHOLAVARAM,197367,135.4,135,0.4
08-04-2025,CHOLAVARAM,197367,115.5,135,0.0
09-04-2025,CHOLAVARAM,197367,137.2,135,2.2
10-04-2025,CHOLAVARAM,197367,192.6,135,57.6
11-04-2025,CHOLAVARAM,197367,102.1,135,0.0
12-04-2025,CHOLAVARAM,197367,132.4,135,0.0
13-04-2025,CHOLAVARAM,197367,180.9,135,45.9
14-04-2025,CHOLAVARAM,197367,170.0,135,35.0
15-04-2025,CHOLAVARAM,197367,133.6,135,0.0
16-04-2025,CHOLAVARAM,197367,149.1,135,14.1
17-04-2025,CHOLAVARAM,197367,154.3,135,19.3
18-04-2025,CHOLAVARAM,197367,147.7,135,12.7
19-04-2025,CHOLAVARAM,197367,180.7,135,45.7
20-04-2025,CHOLAVARAM,197367,151.8,135,16.8
21-04-2025,CHOLAVARAM,197367,167.7,135,32.7
22-04-2025,CHOLAVARAM,197367,148.6,135,13.6
23-04-2025,CHOLAVARAM,197367,104.4,135,0.0
24-04-2025,CHOLAVARAM,197367,121.2,135,0.0
25-04-2025,CHOLAVARAM,197367,125.3,135,0.0
26-04-2025,CHOLAVARAM,197367,140.0,135,5.0
27-04-2025,CHOLAVARAM,197367,186.6,135,51.6
28-04-2025,CHOLAVARAM,197367,152.2,135,17.2
29-04-2025,CHOLAVARAM,197367,142.9,135,7.9
30-04-2025,CHOLAVARAM,197367,169.8,135,34.8
01-05-2025,CHOLAVARAM,197367,116.0,135,0.0
02-05-2025,CHOLAVARAM,197367,135.2,135,0.2
03-05-2025,CHOLAVARAM,197367,132.3,135,0.0
04-05-2025,CHOLAVARAM,197367,153.0,135,18.0
05-05-2025,CHOLAVARAM,197367,162.9,135,27.9
06-05-2025,CHOLAVARAM,197367,154.4,135,19.4
07-05-2025,CHOLAVARAM,197367,154.7,135,19.7
08-05-2025,CHOLAVARAM,197367,137.8,135,2.8
09-05-2025,CHOLAVARAM,197367,151.4,135,16.4
10-05-2025,CHOLAVARAM,197367,128.2,135,0.0
11-05-2025,CHOLAVARAM,197367,158.5,135,23.5
12-05-2025,CHOLAVARAM,197367,135.0,135,0.0
13-05-2025,CHOLAVARAM,197367,122.6,135,0.0
14-05-2025,CHOLAVARAM,197367,145.8,135,10.8
15-05-2025,CHOLAVARAM,197367,106.7,135,0.0
16-05-2025,CHOLAVARAM,197367,174.5,135,39.5
17-05-2025,CHOLAVARAM,197367,160.9,135,25.9
18-05-2025,CHOLAVARAM,197367,151.7,135,16.7
19-05-2025,CHOLAVARAM,197367,112.5,135,0.0
20-05-2025,CHOLAVARAM,197367,131.0,135,0.0
21-05-2025,CHOLAVARAM,197367,145.8,135,10.8
22-05-2025,CHOLAVARAM,197367,139.7,135,4.7
23-05-2025,CHOLAVARAM,197367,111.2,135,0.0
24-05-2025,CHOLAVARAM,197367,118.7,135,0.0
25-05-2025,CHOLAVARAM,197367,139.3,135,4.3
26-05-2025,CHOLAVARAM,197367,119.3,135,0.0
27-05-2025,CHOLAVARAM,197367,172.4,135,37.4
28-05-2025,CHOLAVARAM,197367,154.9,135,19.9
29-05-2025,CHOLAVARAM,197367,128.9,135,0.0
30-05-2025,CHOLAVARAM,197367,168.4,135,33.4
31-05-2025,CHOLAVARAM,197367,164.4,135,29.4
01-06-2025,CHOLAVARAM,197367,150.8,135,15.8
02-06-2025,CHOLAVARAM,197367,144.2,135,9.2
03-06-2025,CHOLAVARAM,197367,139.0,135,4.0
04-06-2025,CHOLAVARAM,197367,134.2,135,0.0
05-06-2025,CHOLAVARAM,197367,118.3,135,0.0
06-06-2025,CHOLAVARAM,197367,175.6,135,40.6
07-06-2025,CHOLAVARAM,197367,134.6,135,0.0
08-06-2025,CHOLAVARAM,197367,145.6,135,10.6
09-06-2025,CHOLAVARAM,197367,126.8,135,0.0
10-06-2025,CHOLAVARAM,197367,139.8,135,4.8
11-06-2025,CHOLAVARAM,197367,202.0,135,67.0
12-06-2025,CHOLAVARAM,197367,130.5,135,0.0
13-06-2025,CHOLAVARAM,197367,174.0,135,39.0
14-06-2025,CHOLAVARAM,197367,144.4,135,9.4
15-06-2025,CHOLAVARAM,197367,158.6,135,23.6
16-06-2025,CHOLAVARAM,197367,169.9,135,34.9
17-06-2025,CHOLAVARAM,197367,150.4,135,15.4
18-06-2025,CHOLAVARAM,197367,138.0,135,3.0
19-06-2025,CHOLAVARAM,197367,141.3,135,6.3
20-06-2025,CHOLAVARAM,197367,142.0,135,7.0
21-06-2025,CHOLAVARAM,197367,182.3,135,47.3
22-06-2025,CHOLAVARAM,197367,115.3,135,0.0
23-06-2025,CHOLAVARAM,197367,109.6,135,0.0
24-06-2025,CHOLAVARAM,197367,110.9,135,0.0
25-06-2025,CHOLAVARAM,197367,127.1,135,0.0
26-06-2025,CHOLAVARAM,197367,159.0,135,24.0
27-06-2025,CHOLAVARAM,197367,160.2,135,25.2
28-06-2025,CHOLAVARAM,197367,132.8,135,0.0
29-06-2025,CHOLAVARAM,197367,144.4,135,9.4
30-06-2025,CHOLAVARAM,197367,122.7,135,0.0
01-07-2025,CHOLAVARAM,197367,124.5,135,0.0
02-07-2025,CHOLAVARAM,197367,156.6,135,21.6
03-07-2025,CHOLAVARAM,197367,166.0,135,31.0
04-07-2025,CHOLAVARAM,197367,135.5,135,0.5
05-07-2025,CHOLAVARAM,197367,177.7,135,42.7
06-07-2025,CHOLAVARAM,197367,164.3,135,29.3
07-07-2025,CHOLAVARAM,197367,176.8,135,41.8
08-07-2025,CHOLAVARAM,197367,139.0,135,4.0
09-07-2025,CHOLAVARAM,197367,175.4,135,40.4
10-07-2025,CHOLAVARAM,197367,188.6,135,53.6
11-07-2025,CHOLAVARAM,197367,136.7,135,1.7
12-07-2025,CHOLAVARAM,197367,141.9,135,6.9
13-07-2025,CHOLAVARAM,197367,126.0,135,0.0
14-07-2025,CHOLAVARAM,197367,122.1,135,0.0
15-07-2025,CHOLAVARAM,197367,122.3,135,0.0
16-07-2025,CHOLAVARAM,197367,128.8,135,0.0
17-07-2025,CHOLAVARAM,197367,150.5,135,15.5
18-07-2025,CHOLAVARAM,197367,129.6,135,0.0
19-07-2025,CHOLAVARAM,197367,149.9,135,14.9
20-07-2025,CHOLAVARAM,197367,150.3,135,15.3
21-07-2025,CHOLAVARAM,197367,135.6,135,0.6
22-07-2025,CHOLAVARAM,197367,143.7,135,8.7
23-07-2025,CHOLAVARAM,197367,134.4,135,0.0
24-07-2025,CHOLAVARAM,197367,138.8,135,3.8
25-07-2025,CHOLAVARAM,197367,128.8,135,0.0
26-07-2025,CHOLAVARAM,197367,146.7,135,11.7
27-07-2025,CHOLAVARAM,197367,133.0,135,0.0
28-07-2025,CHOLAVARAM,197367,121.7,135,0.0
29-07-2025,CHOLAVARAM,197367,156.9,135,21.9
30-07-2025,CHOLAVARAM,197367,157.5,135,22.5
31-07-2025,CHOLAVARAM,197367,167.2,135,32.2
01-08-2025,CHOLAVARAM,197367,124.5,135,0.0
02-08-2025,CHOLAVARAM,197367,135.4,135,0.4
