Date,Area,Level_mcft
28-11-2024,CHOLAVARAM,1081.0
29-11-2024,CHOLAVARAM,1081.0
30-11-2024,CHOLAVARAM,1081.0
01-12-2024,CHOLAVARAM,1081.0
02-12-2024,CHOLAVARAM,1081.0
03-12-2024,CHOLAVARAM,1081.0
04-12-2024,CHOLAVARAM,1081.0
05-12-2024,CHOLAVARAM,1081.0
06-12-2024,CHOLAVARAM,1081.0
07-12-2024,CHOLAVARAM,1081.0
08-12-2024,CHOLAVARAM,1081.0
09-12-2024,CHOLAVARAM,1081.0
10-12-2024,CHOLAVARAM,1081.0
11-12-2024,CHOLAVARAM,1081.0
12-12-2024,CHOLAVARAM,1081.0
13-12-2024,CHOLAVARAM,1081.0
14-12-2024,CHOLAVARAM,1081.0
15-12-2024,CHOLAVARAM,1081.0
16-12-2024,CHOLAVARAM,1081.0
17-12-2024,CHOLAVARAM,1081.0
18-12-2024,CHOLAVARAM,1081.0
19-12-2024,CHOLAVARAM,1081.0
20-12-2024,CHOLAVARAM,1081.0
21-12-2024,CHOLAVARAM,1081.0
22-12-2024,CHOLAVARAM,1081.0
23-12-2024,CHOLAVARAM,1081.0
24-12-2024,CHOLAVARAM,1081.0
25-12-2024,CHOLAVARAM,1081.0
26-12-2024,CHOLAVARAM,1081.0
27-12-2024,CHOLAVARAM,1081.0
28-12-2024,CHOLAVARAM,1081.0
29-12-2024,CHOLAVARAM,1081.0
30-12-2024,CHOLAVARAM,1081.0
31-12-2024,CHOLAVARAM,1081.0
01-01-2025,CHOLAVARAM,1081.0
02-01-2025,CHOLAVARAM,1073.01
03-01-2025,CHOLAVARAM,1074.93
04-01-2025,CHOLAVARAM,1070.86
05-01-2025,CHOLAVARAM,1067.61
06-01-2025,CHOLAVARAM,1067.99
07-01-2025,CHOLAVARAM,1059.37
08-01-2025,CHOLAVARAM,1058.29
09-01-2025,CHOLAVARAM,1056.12
10-01-2025,CHOLAVARAM,1055.58
11-01-2025,CHOLAVARAM,1054.03
12-01-2025,CHOLAVARAM,1063.3
13-01-2025,CHOLAVARAM,1057.11
14-01-2025,CHOLAVARAM,1051.46
15-01-2025,CHOLAVARAM,1045.34
16-01-2025,CHOLAVARAM,1039.57
17-01-2025,CHOLAVARAM,1033.38
18-01-2025,CHOLAVARAM,1036.32
19-01-2025,CHOLAVARAM,1040.43
20-01-2025,CHOLAVARAM,1034.57
21-01-2025,CHOLAVARAM,1027.41
22-01-2025,CHOLAVARAM,1026.77
23-01-2025,CHOLAVARAM,1021.01
24-01-2025,CHOLAVARAM,1021.17
25-01-2025,CHOLAVARAM,1019.19
26-01-2025,CHOLAVARAM,1008.61
27-01-2025,CHOLAVARAM,1013.34
28-01-2025,CHOLAVARAM,1019.32
29-01-2025,CHOLAVARAM,1013.26
30-01-2025,CHOLAVARAM,1008.32
31-01-2025,CHOLAVARAM,1006.75
01-02-2025,CHOLAVARAM,1005.42
02-02-2025,CHOLAVARAM,1005.72
03-02-2025,CHOLAVARAM,1012.77
04-02-2025,CHOLAVARAM,1008.88
05-02-2025,CHOLAVARAM,1001.89
06-02-2025,CHOLAVARAM,991.99
07-02-2025,CHOLAVARAM,985.34
08-02-2025,CHOLAVARAM,982.17
09-02-2025,CHOLAVARAM,988.15
10-02-2025,CHOLAVARAM,982.56
11-02-2025,CHOLAVARAM,980.68
12-02-2025,CHOLAVARAM,977.6
13-02-2025,CHOLAVARAM,980.54
14-02-2025,CHOLAVARAM,990.17
15-02-2025,CHOLAVARAM,984.52
16-02-2025,CHOLAVARAM,979.07
17-02-2025,CHOLAVARAM,981.29
18-02-2025,CHOLAVARAM,981.7
19-02-2025,CHOLAVARAM,987.93
20-02-2025,CHOLAVARAM,987.85
21-02-2025,CHOLAVARAM,983.06
22-02-2025,CHOLAVARAM,983.01
23-02-2025,CHOLAVARAM,985.55
24-02-2025,CHOLAVARAM,986.66
25-02-2025,CHOLAVARAM,986.19
26-02-2025,CHOLAVARAM,988.53
27-02-2025,CHOLAVARAM,991.37
28-02-2025,CHOLAVARAM,995.28
01-03-2025,CHOLAVARAM,995.53
02-03-2025,CHOLAVARAM,991.69
03-03-2025,CHOLAVARAM,989.42
04-03-2025,CHOLAVARAM,992.46
05-03-2025,CHOLAVARAM,985.37
06-03-2025,CHOLAVARAM,984.22
07-03-2025,CHOLAVARAM,979.25
08-03-2025,CHOLAVARAM,976.39
09-03-2025,CHOLAVARAM,979.79
10-03-2025,CHOLAVARAM,977.74
11-03-2025,CHOLAVARAM,974.97
12-03-2025,CHOLAVARAM,965.17
13-03-2025,CHOLAVARAM,965.91
14-03-2025,CHOLAVARAM,966.13
15-03-2025,CHOLAVARAM,973.95
16-03-2025,CHOLAVARAM,969.41
17-03-2025,CHOLAVARAM,967.51
18-03-2025,CHOLAVARAM,965.75
19-03-2025,CHOLAVARAM,970.64
20-03-2025,CHOLAVARAM,967.16
21-03-2025,CHOLAVARAM,965.56
22-03-2025,CHOLAVARAM,965.6
23-03-2025,CHOLAVARAM,963.53
24-03-2025,CHOLAVARAM,958.3
25-03-2025,CHOLAVARAM,956.27
26-03-2025,CHOLAVARAM,958.64
27-03-2025,CHOLAVARAM,950.5
28-03-2025,CHOLAVARAM,948.17
29-03-2025,CHOLAVARAM,941.67
30-03-2025,CHOLAVARAM,944.64
31-03-2025,CHOLAVARAM,934.03
01-04-2025,CHOLAVARAM,928.23
02-04-2025,CHOLAVARAM,927.12
03-04-2025,CHOLAVARAM,931.95
04-04-2025,CHOLAVARAM,928.62
05-04-2025,CHOLAVARAM,922.84
06-04-2025,CHOLAVARAM,929.25
07-04-2025,CHOLAVARAM,919.01
08-04-2025,CHOLAVARAM,905.01
09-04-2025,CHOLAVARAM,904.21
10-04-2025,CHOLAVARAM,898.7
11-04-2025,CHOLAVARAM,890.6
12-04-2025,CHOLAVARAM,891.14
13-04-2025,CHOLAVARAM,889.36
14-04-2025,CHOLAVARAM,883.54
15-04-2025,CHOLAVARAM,874.14
16-04-2025,CHOLAVARAM,875.5
17-04-2025,CHOLAVARAM,875.75
18-04-2025,CHOLAVARAM,872.25
19-04-2025,CHOLAVARAM,878.49
20-04-2025,CHOLAVARAM,870.14
21-04-2025,CHOLAVARAM,859.51
22-04-2025,CHOLAVARAM,853.05
23-04-2025,CHOLAVARAM,849.82
24-04-2025,CHOLAVARAM,848.04
25-04-2025,CHOLAVARAM,843.83
26-04-2025,CHOLAVARAM,842.59
27-04-2025,CHOLAVARAM,833.34
28-04-2025,CHOLAVARAM,837.55
29-04-2025,CHOLAVARAM,834.14
30-04-2025,CHOLAVARAM,836.73
01-05-2025,CHOLAVARAM,835.44
02-05-2025,CHOLAVARAM,834.73
03-05-2025,CHOLAVARAM,834.58
04-05-2025,CHOLAVARAM,833.81
05-05-2025,CHOLAVARAM,834.03
06-05-2025,CHOLAVARAM,837.67
07-05-2025,CHOLAVARAM,835.66
08-05-2025,CHOLAVARAM,836.2
09-05-2025,CHOLAVARAM,832.75
10-05-2025,CHOLAVARAM,836.95
11-05-2025,CHOLAVARAM,830.57
12-05-2025,CHOLAVARAM,836.58
13-05-2025,CHOLAVARAM,833.38
14-05-2025,CHOLAVARAM,823.22
15-05-2025,CHOLAVARAM,820.86
16-05-2025,CHOLAVARAM,814.46
17-05-2025,CHOLAVARAM,815.66
18-05-2025,CHOLAVARAM,809.4
19-05-2025,CHOLAVARAM,804.17
20-05-2025,CHOLAVARAM,791.72
21-05-2025,CHOLAVARAM,786.46
22-05-2025,CHOLAVARAM,771.34
23-05-2025,CHOLAVARAM,760.42
24-05-2025,CHOLAVARAM,761.22
25-05-2025,CHOLAVARAM,762.15
26-05-2025,CHOLAVARAM,761.28
27-05-2025,CHOLAVARAM,753.44
28-05-2025,CHOLAVARAM,750.2
29-05-2025,CHOLAVARAM,747.18
30-05-2025,CHOLAVARAM,738.39
31-05-2025,CHOLAVARAM,742.91
01-06-2025,CHOLAVARAM,744.3
02-06-2025,CHOLAVARAM,740.19
03-06-2025,CHOLAVARAM,737.33
04-06-2025,CHOLAVARAM,735.37
05-06-2025,CHOLAVARAM,722.16
06-06-2025,CHOLAVARAM,717.92
07-06-2025,CHOLAVARAM,711.51
08-06-2025,CHOLAVARAM,703.51
09-06-2025,CHOLAVARAM,699.1
10-06-2025,CHOLAVARAM,705.09
11-06-2025,CHOLAVARAM,705.29
12-06-2025,CHOLAVARAM,699.44
13-06-2025,CHOLAVARAM,699.3
14-06-2025,CHOLAVARAM,703.3
15-06-2025,CHOLAVARAM,704.92
16-06-2025,CHOLAVARAM,702.22
17-06-2025,CHOLAVARAM,695.98
18-06-2025,CHOLAVARAM,696.47
19-06-2025,CHOLAVARAM,695.44
20-06-2025,CHOLAVARAM,696.92
21-06-2025,CHOLAVARAM,697.09
22-06-2025,CHOLAVARAM,699.34
23-06-2025,CHOLAVARAM,693.67
24-06-2025,CHOLAVARAM,697.25
25-06-2025,CHOLAVARAM,695.24
26-06-2025,CHOLAVARAM,702.62
27-06-2025,CHOLAVARAM,696.17
28-06-2025,CHOLAVARAM,701.85
29-06-2025,CHOLAVARAM,699.84
30-06-2025,CHOLAVARAM,693.58
01-07-2025,CHOLAVARAM,688.16
02-07-2025,CHOLAVARAM,683.56
03-07-2025,CHOLAVARAM,682.68
04-07-2025,CHOLAVARAM,682.3
05-07-2025,CHOLAVARAM,676.43
06-07-2025,CHOLAVARAM,673.31
07-07-2025,CHOLAVARAM,681.02
08-07-2025,CHOLAVARAM,686.66
09-07-2025,CHOLAVARAM,685.84
10-07-2025,CHOLAVARAM,683.03
11-07-2025,CHOLAVARAM,680.63
12-07-2025,CHOLAVARAM,680.69
13-07-2025,CHOLAVARAM,672.58
14-07-2025,CHOLAVARAM,668.29
15-07-2025,CHOLAVARAM,656.95
16-07-2025,CHOLAVARAM,655.95
17-07-2025,CHOLAVARAM,656.18
18-07-2025,CHOLAVARAM,650.77
19-07-2025,CHOLAVARAM,655.64
20-07-2025,CHOLAVARAM,646.51
21-07-2025,CHOLAVARAM,636.19
22-07-2025,CHOLAVARAM,634.31
23-07-2025,CHOLAVARAM,636.54
24-07-2025,CHOLAVARAM,641.96
25-07-2025,CHOLAVARAM,636.67
26-07-2025,CHOLAVARAM,639.06
27-07-2025,CHOLAVARAM,635.87
28-07-2025,CHOLAVARAM,632.01
29-07-2025,CHOLAVARAM,633.43
30-07-2025,CHOLAVARAM,633.69
31-07-2025,CHOLAVARAM,622.81
01-08-2025,CHOLAVARAM,627.19
02-08-2025,CHOLAVARAM,631.09
03-08-2025,CHOLAVARAM,624.96
04-08-2025,CHOLAVARAM,623.94
05-08-2025,CHOLAVARAM,623.41
06-08-2025,CHOLAVARAM,621.71
07-08-2025,CHOLAVARAM,615.96
08-08-2025,CHOLAVARAM,609.6
09-08-2025,CHOLAVARAM,606.48
10-08-2025,CHOLAVARAM,609.34
11-08-2025,CHOLAVARAM,609.06
12-08-2025,CHOLAVARAM,604.2
13-08-2025,CHOLAVARAM,605.06
14-08-2025,CHOLAVARAM,587.82
15-08-2025,CHOLAVARAM,590.56
16-08-2025,CHOLAVARAM,578.87
17-08-2025,CHOLAVARAM,574.05
18-08-2025,CHOLAVARAM,565.45
19-08-2025,CHOLAVARAM,555.98
20-08-2025,CHOLAVARAM,558.79
21-08-2025,CHOLAVARAM,553.45
22-08-2025,CHOLAVARAM,552.18
23-08-2025,CHOLAVARAM,548.94
24-08-2025,CHOLAVARAM,548.33
25-08-2025,CHOLAVARAM,545.71
26-08-2025,CHOLAVARAM,536.3
27-08-2025,CHOLAVARAM,538.28
28-08-2025,CHOLAVARAM,532.81
29-08-2025,CHOLAVARAM,522.03
30-08-2025,CHOLAVARAM,516.89
31-08-2025,CHOLAVARAM,521.39
01-09-2025,CHOLAVARAM,522.64
02-09-2025,CHOLAVARAM,517.9
03-09-2025,CHOLAVARAM,513.15
04-09-2025,CHOLAVARAM,508.55
05-09-2025,CHOLAVARAM,515.93
06-09-2025,CHOLAVARAM,514.84
07-09-2025,CHOLAVARAM,513.99
08-09-2025,CHOLAVARAM,516.14
09-09-2025,CHOLAVARAM,514.33
10-09-2025,CHOLAVARAM,510.04
11-09-2025,CHOLAVARAM,506.06
12-09-2025,CHOLAVARAM,502.7
13-09-2025,CHOLAVARAM,499.51
14-09-2025,CHOLAVARAM,500.15
15-09-2025,CHOLAVARAM,497.41
16-09-2025,CHOLAVARAM,498.07
17-09-2025,CHOLAVARAM,494.67
18-09-2025,CHOLAVARAM,492.06
19-09-2025,CHOLAVARAM,479.07
20-09-2025,CHOLAVARAM,480.65
21-09-2025,CHOLAVARAM,479.39
22-09-2025,CHOLAVARAM,481.38
23-09-2025,CHOLAVARAM,463.9
24-09-2025,CHOLAVARAM,471.34
25-09-2025,CHOLAVARAM,467.64
26-09-2025,CHOLAVARAM,470.18
27-09-2025,CHOLAVARAM,461.98
28-09-2025,CHOLAVARAM,462.04
29-09-2025,CHOLAVARAM,453.78
30-09-2025,CHOLAVARAM,447.66
01-10-2025,CHOLAVARAM,472.23
02-10-2025,CHOLAVARAM,486.28
03-10-2025,CHOLAVARAM,502.36
04-10-2025,CHOLAVARAM,521.71
05-10-2025,CHOLAVARAM,539.19
06-10-2025,CHOLAVARAM,554.94
07-10-2025,CHOLAVARAM,571.77
08-10-2025,CHOLAVARAM,598.79
09-10-2025,CHOLAVARAM,613.5
10-10-2025,CHOLAVARAM,629.5
11-10-2025,CHOLAVARAM,649.76
12-10-2025,CHOLAVARAM,670.28
13-10-2025,CHOLAVARAM,691.22
14-10-2025,CHOLAVARAM,709.41
15-10-2025,CHOLAVARAM,718.7
16-10-2025,CHOLAVARAM,741.86
17-10-2025,CHOLAVARAM,751.13
18-10-2025,CHOLAVARAM,767.65
19-10-2025,CHOLAVARAM,778.87
20-10-2025,CHOLAVARAM,793.55
21-10-2025,CHOLAVARAM,810.2
22-10-2025,CHOLAVARAM,826.8
23-10-2025,CHOLAVARAM,843.91
24-10-2025,CHOLAVARAM,866.98
25-10-2025,CHOLAVARAM,884.25
26-10-2025,CHOLAVARAM,898.03
27-10-2025,CHOLAVARAM,917.85
28-10-2025,CHOLAVARAM,938.8
29-10-2025,CHOLAVARAM,947.66
30-10-2025,CHOLAVARAM,965.65
31-10-2025,CHOLAVARAM,984.15
01-11-2025,CHOLAVARAM,997.66
02-11-2025,CHOLAVARAM,1019.54
03-11-2025,CHOLAVARAM,1033.79
04-11-2025,CHOLAVARAM,1049.42
05-11-2025,CHOLAVARAM,1063.56
06-11-2025,CHOLAVARAM,1078.63
07-11-2025,CHOLAVARAM,1081.0
08-11-2025,CHOLAVARAM,1081.0
09-11-2025,CHOLAVARAM,1081.0
10-11-2025,CHOLAVARAM,1081.0
11-11-2025,CHOLAVARAM,1081.0
12-11-2025,CHOLAVARAM,1081.0
13-11-2025,CHOLAVARAM,1081.0
14-11-2025,CHOLAVARAM,1081.0
15-11-2025,CHOLAVARAM,1081.0
16-11-2025,CHOLAVARAM,1081.0
17-11-2025,CHOLAVARAM,1081.0
18-11-2025,CHOLAVARAM,1081.0
19-11-2025,CHOLAVARAM,1081.0
20-11-2025,CHOLAVARAM,1081.0
21-11-2025,CHOLAVARAM,1081.0
22-11-2025,CHOLAVARAM,1081.0
23-11-2025,CHOLAVARAM,1081.0
24-11-2025,CHOLAVARAM,1081.0
25-11-2025,CHOLAVARAM,1081.0
26-11-2025,CHOLAVARAM,1081.0
27-11-2025,CHOLAVARAM,1081.0
28-11-2025,CHOLAVARAM,1081.0
29-11-2025,CHOLAVARAM,1081.0
30-11-2025,CHOLAVARAM,1081.0
01-12-2025,CHOLAVARAM,1081.0
02-12-2025,CHOLAVARAM,1081.0
03-12-2025,CHOLAVARAM,1081.0
04-12-2025,CHOLAVARAM,1081.0
05-12-2025,CHOLAVARAM,1081.0
06-12-2025,CHOLAVARAM,1081.0
07-12-2025,CHOLAVARAM,1081.0
08-12-2025,CHOLAVARAM,1081.0
09-12-2025,CHOLAVARAM,1081.0
10-12-2025,CHOLAVARAM,1081.0
11-12-2025,CHOLAVARAM,1081.0
12-12-2025,CHOLAVARAM,1081.0
13-12-2025,CHOLAVARAM,1081.0
14-12-2025,CHOLAVARAM,1081.0
15-12-2025,CHOLAVARAM,1081.0
16-12-2025,CHOLAVARAM,1081.0
17-12-2025,CHOLAVARAM,1081.0
18-12-2025,CHOLAVARAM,1081.0
19-12-2025,CHOLAVARAM,1081.0
20-12-2025,CHOLAVARAM,1081.0
21-12-2025,CHOLAVARAM,1081.0
22-12-2025,CHOLAVARAM,1081.0
23-12-2025,CHOLAVARAM,1081.0
24-12-2025,CHOLAVARAM,1081.0
25-12-2025,CHOLAVARAM,1081.0
26-12-2025,CHOLAVARAM,1081.0
27-12-2025,CHOLAVARAM,1081.0
28-12-2025,CHOLAVARAM,1081.0
29-12-2025,CHOLAVARAM,1081.0
30-12-2025,CHOLAVARAM,1081.0
31-12-2025,CHOLAVARAM,1081.0
01-01-2026,CHOLAVARAM,1075.85
02-01-2026,CHOLAVARAM,1073.46
03-01-2026,CHOLAVARAM,1073.18
04-01-2026,CHOLAVARAM,1070.43
05-01-2026,CHOLAVARAM,1067.63
06-01-2026,CHOLAVARAM,1061.12
07-01-2026,CHOLAVARAM,1054.8
08-01-2026,CHOLAVARAM,1044.79
09-01-2026,CHOLAVARAM,1050.54
10-01-2026,CHOLAVARAM,1041.32
11-01-2026,CHOLAVARAM,1034.85
12-01-2026,CHOLAVARAM,1028.26
13-01-2026,CHOLAVARAM,1029.74
14-01-2026,CHOLAVARAM,1025.26
15-01-2026,CHOLAVARAM,1028.5
16-01-2026,CHOLAVARAM,1022.13
17-01-2026,CHOLAVARAM,1020.53
18-01-2026,CHOLAVARAM,1013.35
19-01-2026,CHOLAVARAM,1021.08
20-01-2026,CHOLAVARAM,1012.14
21-01-2026,CHOLAVARAM,1010.69
22-01-2026,CHOLAVARAM,1010.86
23-01-2026,CHOLAVARAM,1009.93
24-01-2026,CHOLAVARAM,1006.0
25-01-2026,CHOLAVARAM,1002.35
26-01-2026,CHOLAVARAM,999.57
27-01-2026,CHOLAVARAM,995.84
28-01-2026,CHOLAVARAM,997.65
29-01-2026,CHOLAVARAM,1005.71
30-01-2026,CHOLAVARAM,999.92
31-01-2026,CHOLAVARAM,990.07
01-02-2026,CHOLAVARAM,986.63
02-02-2026,CHOLAVARAM,996.53
03-02-2026,CHOLAVARAM,989.51
04-02-2026,CHOLAVARAM,994.71
05-02-2026,CHOLAVARAM,1000.09
06-02-2026,CHOLAVARAM,994.33
07-02-2026,CHOLAVARAM,994.17
08-02-2026,CHOLAVARAM,999.31
09-02-2026,CHOLAVARAM,994.42
10-02-2026,CHOLAVARAM,990.4
11-02-2026,CHOLAVARAM,984.49
12-02-2026,CHOLAVARAM,976.42
13-02-2026,CHOLAVARAM,970.17
14-02-2026,CHOLAVARAM,961.05
15-02-2026,CHOLAVARAM,958.22
16-02-2026,CHOLAVARAM,951.37
17-02-2026,CHOLAVARAM,949.54
18-02-2026,CHOLAVARAM,938.76
19-02-2026,CHOLAVARAM,937.42
20-02-2026,CHOLAVARAM,938.58
21-02-2026,CHOLAVARAM,925.61
22-02-2026,CHOLAVARAM,924.48
23-02-2026,CHOLAVARAM,927.62
24-02-2026,CHOLAVARAM,918.57
25-02-2026,CHOLAVARAM,923.94
26-02-2026,CHOLAVARAM,923.03
27-02-2026,CHOLAVARAM,916.51
28-02-2026,CHOLAVARAM,913.23
01-03-2026,CHOLAVARAM,913.02
02-03-2026,CHOLAVARAM,910.4
03-03-2026,CHOLAVARAM,910.09
04-03-2026,CHOLAVARAM,902.49
05-03-2026,CHOLAVARAM,900.34
06-03-2026,CHOLAVARAM,890.27
07-03-2026,CHOLAVARAM,886.71
08-03-2026,CHOLAVARAM,879.19
09-03-2026,CHOLAVARAM,872.52
10-03-2026,CHOLAVARAM,875.7
11-03-2026,CHOLAVARAM,878.15
12-03-2026,CHOLAVARAM,878.2
13-03-2026,CHOLAVARAM,869.74
14-03-2026,CHOLAVARAM,865.15
15-03-2026,CHOLAVARAM,868.22
16-03-2026,CHOLAVARAM,865.93
17-03-2026,CHOLAVARAM,874.53
18-03-2026,CHOLAVARAM,873.49
19-03-2026,CHOLAVARAM,871.45
20-03-2026,CHOLAVARAM,866.91
21-03-2026,CHOLAVARAM,864.57
22-03-2026,CHOLAVARAM,860.81
23-03-2026,CHOLAVARAM,861.35
24-03-2026,CHOLAVARAM,863.14
25-03-2026,CHOLAVARAM,856.21
26-03-2026,CHOLAVARAM,846.55
27-03-2026,CHOLAVARAM,834.37
28-03-2026,CHOLAVARAM,833.91
29-03-2026,CHOLAVARAM,825.39
30-03-2026,CHOLAVARAM,811.63
31-03-2026,CHOLAVARAM,810.57
01-04-2026,CHOLAVARAM,820.04
02-04-2026,CHOLAVARAM,817.01
03-04-2026,CHOLAVARAM,818.2
04-04-2026,CHOLAVARAM,815.61
05-04-2026,CHOLAVARAM,812.11
06-04-2026,CHOLAVARAM,813.71
07-04-2026,CHOLAVARAM,809.26
08-04-2026,CHOLAVARAM,807.59
09-04-2026,CHOLAVARAM,806.2
10-04-2026,CHOLAVARAM,799.86
11-04-2026,CHOLAVARAM,801.82
12-04-2026,CHOLAVARAM,797.95
13-04-2026,CHOLAVARAM,791.17
14-04-2026,CHOLAVARAM,790.85
15-04-2026,CHOLAVARAM,783.36
16-04-2026,CHOLAVARAM,780.5
17-04-2026,CHOLAVARAM,777.45
18-04-2026,CHOLAVARAM,779.88
19-04-2026,CHOLAVARAM,779.26
20-04-2026,CHOLAVARAM,776.13
21-04-2026,CHOLAVARAM,777.22
22-04-2026,CHOLAVARAM,781.17
23-04-2026,CHOLAVARAM,780.96
24-04-2026,CHOLAVARAM,778.01
25-04-2026,CHOLAVARAM,768.45
26-04-2026,CHOLAVARAM,760.13
27-04-2026,CHOLAVARAM,755.6
28-04-2026,CHOLAVARAM,749.55
29-04-2026,CHOLAVARAM,745.62
30-04-2026,CHOLAVARAM,742.9
01-05-2026,CHOLAVARAM,742.55
02-05-2026,CHOLAVARAM,739.2
03-05-2026,CHOLAVARAM,738.63
04-05-2026,CHOLAVARAM,735.95
05-05-2026,CHOLAVARAM,723.08
06-05-2026,CHOLAVARAM,715.38
07-05-2026,CHOLAVARAM,711.66
08-05-2026,CHOLAVARAM,702.61
09-05-2026,CHOLAVARAM,702.61
10-05-2026,CHOLAVARAM,707.26
11-05-2026,CHOLAVARAM,710.36
12-05-2026,CHOLAVARAM,706.29
13-05-2026,CHOLAVARAM,710.74
14-05-2026,CHOLAVARAM,708.49
15-05-2026,CHOLAVARAM,703.8
16-05-2026,CHOLAVARAM,697.73
17-05-2026,CHOLAVARAM,693.22
18-05-2026,CHOLAVARAM,688.28
19-05-2026,CHOLAVARAM,686.13
20-05-2026,CHOLAVARAM,683.94
21-05-2026,CHOLAVARAM,680.95
22-05-2026,CHOLAVARAM,680.14
23-05-2026,CHOLAVARAM,683.09
24-05-2026,CHOLAVARAM,684.84
25-05-2026,CHOLAVARAM,674.41
26-05-2026,CHOLAVARAM,658.64
27-05-2026,CHOLAVARAM,660.31
28-05-2026,CHOLAVARAM,650.48
29-05-2026,CHOLAVARAM,646.36
30-05-2026,CHOLAVARAM,637.51
31-05-2026,CHOLAVARAM,625.5
01-06-2026,CHOLAVARAM,625.2
02-06-2026,CHOLAVARAM,626.0
03-06-2026,CHOLAVARAM,620.12
04-06-2026,CHOLAVARAM,604.16
05-06-2026,CHOLAVARAM,598.43
06-06-2026,CHOLAVARAM,597.39
07-06-2026,CHOLAVARAM,586.99
08-06-2026,CHOLAVARAM,584.91
09-06-2026,CHOLAVARAM,581.83
10-06-2026,CHOLAVARAM,581.73
11-06-2026,CHOLAVARAM,579.33
12-06-2026,CHOLAVARAM,571.46
13-06-2026,CHOLAVARAM,574.45
14-06-2026,CHOLAVARAM,570.65
15-06-2026,CHOLAVARAM,567.52
16-06-2026,CHOLAVARAM,559.85
17-06-2026,CHOLAVARAM,554.63
18-06-2026,CHOLAVARAM,547.21
19-06-2026,CHOLAVARAM,543.35
20-06-2026,CHOLAVARAM,548.9
21-06-2026,CHOLAVARAM,539.05
22-06-2026,CHOLAVARAM,527.98
23-06-2026,CHOLAVARAM,532.33
24-06-2026,CHOLAVARAM,528.29
25-06-2026,CHOLAVARAM,521.94
26-06-2026,CHOLAVARAM,524.14
27-06-2026,CHOLAVARAM,518.11
28-06-2026,CHOLAVARAM,524.24
29-06-2026,CHOLAVARAM,524.63
30-06-2026,CHOLAVARAM,519.19
01-07-2026,CHOLAVARAM,526.98
02-07-2026,CHOLAVARAM,520.95
03-07-2026,CHOLAVARAM,521.66
04-07-2026,CHOLAVARAM,520.16
05-07-2026,CHOLAVARAM,523.67
06-07-2026,CHOLAVARAM,528.47
07-07-2026,CHOLAVARAM,525.63
08-07-2026,CHOLAVARAM,518.87
09-07-2026,CHOLAVARAM,518.17
10-07-2026,CHOLAVARAM,511.78
11-07-2026,CHOLAVARAM,518.85
12-07-2026,CHOLAVARAM,516.53
13-07-2026,CHOLAVARAM,511.7
14-07-2026,CHOLAVARAM,509.62
15-07-2026,CHOLAVARAM,499.89
16-07-2026,CHOLAVARAM,492.03
17-07-2026,CHOLAVARAM,495.03
18-07-2026,CHOLAVARAM,488.75
19-07-2026,CHOLAVARAM,480.51
20-07-2026,CHOLAVARAM,480.2
21-07-2026,CHOLAVARAM,483.13
22-07-2026,CHOLAVARAM,483.72
23-07-2026,CHOLAVARAM,485.7
24-07-2026,CHOLAVARAM,478.92
25-07-2026,CHOLAVARAM,468.81
26-07-2026,CHOLAVARAM,473.31
27-07-2026,CHOLAVARAM,468.7
28-07-2026,CHOLAVARAM,464.45
29-07-2026,CHOLAVARAM,468.09
30-07-2026,CHOLAVARAM,467.87
31-07-2026,CHOLAVARAM,467.15
01-08-2026,CHOLAVARAM,474.97
02-08-2026,CHOLAVARAM,468.76
03-08-2026,CHOLAVARAM,470.39
04-08-2026,CHOLAVARAM,467.68
05-08-2026,CHOLAVARAM,466.02
06-08-2026,CHOLAVARAM,470.67
07-08-2026,CHOLAVARAM,470.2
08-08-2026,CHOLAVARAM,469.9
09-08-2026,CHOLAVARAM,472.26
10-08-2026,CHOLAVARAM,467.43
11-08-2026,CHOLAVARAM,460.24
12-08-2026,CHOLAVARAM,452.01
13-08-2026,CHOLAVARAM,439.18
14-08-2026,CHOLAVARAM,446.46
15-08-2026,CHOLAVARAM,437.95
16-08-2026,CHOLAVARAM,433.84
17-08-2026,CHOLAVARAM,429.46
18-08-2026,CHOLAVARAM,427.99
19-08-2026,CHOLAVARAM,429.07
20-08-2026,CHOLAVARAM,430.37
21-08-2026,CHOLAVARAM,424.46
22-08-2026,CHOLAVARAM,420.62
23-08-2026,CHOLAVARAM,419.04
24-08-2026,CHOLAVARAM,414.79
25-08-2026,CHOLAVARAM,419.83
26-08-2026,CHOLAVARAM,419.28
27-08-2026,CHOLAVARAM,419.96
28-08-2026,CHOLAVARAM,420.27
29-08-2026,CHOLAVARAM,423.14
30-08-2026,CHOLAVARAM,421.05
31-08-2026,CHOLAVARAM,411.56
01-09-2026,CHOLAVARAM,410.56
02-09-2026,CHOLAVARAM,404.3
03-09-2026,CHOLAVARAM,398.66
04-09-2026,CHOLAVARAM,398.59
05-09-2026,CHOLAVARAM,401.78
06-09-2026,CHOLAVARAM,398.89
07-09-2026,CHOLAVARAM,397.43
08-09-2026,CHOLAVARAM,402.95
09-09-2026,CHOLAVARAM,401.15
10-09-2026,CHOLAVARAM,411.16
11-09-2026,CHOLAVARAM,410.98
12-09-2026,CHOLAVARAM,399.18
13-09-2026,CHOLAVARAM,399.95
14-09-2026,CHOLAVARAM,398.85
15-09-2026,CHOLAVARAM,402.3
16-09-2026,CHOLAVARAM,402.67
